"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 25, 2017","5,007.6","5,032.2","5,042.1","5,002.3","-","-0.13%"
"Aug 24, 2017","5,014.3","5,051.3","5,058.4","5,003.2","-","-0.45%"
"Aug 23, 2017","5,036.8","5,036.5","5,045.0","5,028.6","-","-0.54%"
"Aug 22, 2017","5,063.9","5,021.6","5,068.1","5,021.6","-","1.22%"
"Aug 21, 2017","5,002.9","5,002.2","5,011.4","4,978.8","-","-0.01%"
"Aug 18, 2017","5,003.4","5,010.1","5,028.6","4,989.6","-","-0.11%"
"Aug 17, 2017","5,008.8","5,089.8","5,097.1","5,008.7","-","-1.88%"
"Aug 16, 2017","5,104.9","5,105.5","5,123.8","5,095.2","-","0.18%"
"Aug 15, 2017","5,095.7","5,125.3","5,125.3","5,095.1","-","-0.45%"
"Aug 14, 2017","5,118.5","5,102.5","5,128.7","5,101.8","-","0.93%"
"Aug 11, 2017","5,071.4","5,049.6","5,080.3","5,036.5","-","0.59%"
"Aug 10, 2017","5,041.8","5,103.0","5,109.6","5,040.3","-","-1.68%"
"Aug 09, 2017","5,128.2","5,104.0","5,129.5","5,091.0","-","-0.48%"
"Aug 08, 2017","5,153.0","5,161.0","5,190.9","5,141.0","-","-0.29%"
"Aug 07, 2017","5,167.9","5,157.1","5,173.4","5,152.8","-","0.34%"
"Aug 04, 2017","5,150.3","5,156.2","5,156.5","5,129.1","-","-0.02%"
"Aug 03, 2017","5,151.1","5,175.6","5,180.8","5,145.7","-","-0.28%"
"Aug 02, 2017","5,165.4","5,184.9","5,184.9","5,121.2","-","-0.57%"
"Aug 01, 2017","5,195.1","5,204.2","5,209.3","5,184.7","-","0.24%"
"Jul 31, 2017","5,182.7","5,218.0","5,220.3","5,168.9","-","-0.22%"
"Jul 28, 2017","5,194.3","5,182.0","5,199.9","5,167.4","-","-0.75%"
"Jul 27, 2017","5,233.3","5,256.9","5,281.3","5,183.2","-","0.33%"
"Jul 26, 2017","5,216.3","5,206.1","5,218.9","5,205.4","-","0.37%"
"Jul 25, 2017","5,197.2","5,182.5","5,207.2","5,173.6","-","0.48%"
"Jul 24, 2017","5,172.2","5,164.0","5,178.3","5,156.7","-","0.22%"
"Jul 21, 2017","5,161.0","5,162.4","5,162.4","5,143.4","-","-0.01%"
"Jul 20, 2017","5,161.3","5,163.2","5,172.1","5,146.1","-","0.14%"
"Jul 19, 2017","5,154.0","5,132.4","5,157.3","5,131.2","-","0.60%"
"Jul 18, 2017","5,123.3","5,086.1","5,125.9","5,075.8","-","0.74%"
"Jul 17, 2017","5,085.6","5,087.5","5,094.3","5,079.9","-","0.09%"
"Jul 14, 2017","5,080.8","5,071.9","5,087.9","5,059.2","-","0.46%"
"Jul 13, 2017","5,057.4","5,064.9","5,067.7","5,046.2","-","-0.02%"
"Jul 12, 2017","5,058.6","5,046.0","5,064.2","5,045.9","-","1.10%"
"Jul 11, 2017","5,003.7","4,992.0","5,011.0","4,971.6","-","0.13%"
"Jul 10, 2017","4,997.1","4,982.2","5,010.4","4,973.1","-","0.43%"
"Jul 07, 2017","4,975.9","4,947.9","4,983.2","4,945.4","-","0.86%"
"Jul 06, 2017","4,933.3","4,958.2","4,966.6","4,929.0","-","-1.04%"
"Jul 05, 2017","4,984.9","4,979.0","4,994.9","4,959.2","-","0.16%"
"Jul 03, 2017","4,976.7","5,035.9","5,038.1","4,975.6","-","-0.66%"
"Jun 30, 2017","5,009.6","5,017.0","5,029.5","4,999.8","-","0.14%"
"Jun 29, 2017","5,002.4","5,057.5","5,057.7","4,955.6","-","-1.23%"
"Jun 28, 2017","5,064.9","5,022.4","5,067.1","5,001.2","-","1.28%"
"Jun 27, 2017","5,001.1","5,061.5","5,066.9","5,000.8","-","-1.40%"
"Jun 26, 2017","5,071.9","5,089.8","5,100.0","5,055.6","-","0.06%"
"Jun 23, 2017","5,068.7","5,051.2","5,070.1","5,035.5","-","0.34%"
"Jun 22, 2017","5,051.5","5,060.8","5,068.9","5,045.8","-","-0.13%"
"Jun 21, 2017","5,057.9","5,050.6","5,067.3","5,043.8","-","0.27%"
"Jun 20, 2017","5,044.1","5,086.9","5,088.0","5,042.9","-","-1.19%"
"Jun 19, 2017","5,104.6","5,091.7","5,108.2","5,077.1","-","0.93%"
"Jun 16, 2017","5,057.7","5,061.5","5,066.9","5,034.4","-","-0.17%"
"Jun 15, 2017","5,066.2","5,040.4","5,069.0","5,020.5","-","-0.42%"
"Jun 14, 2017","5,087.6","5,125.4","5,125.4","5,058.1","-","-0.45%"
"Jun 13, 2017","5,110.7","5,087.6","5,116.5","5,081.6","-","0.77%"
"Jun 12, 2017","5,071.5","5,067.2","5,083.2","5,048.5","-","-0.37%"
"Jun 09, 2017","5,090.4","5,168.8","5,171.6","5,042.8","-","-1.40%"
"Jun 08, 2017","5,162.7","5,175.1","5,176.4","5,139.0","-","-0.11%"
"Jun 07, 2017","5,168.4","5,164.3","5,171.0","5,145.4","-","0.27%"
"Jun 06, 2017","5,154.3","5,174.3","5,181.2","5,151.4","-","-0.59%"
"Jun 05, 2017","5,185.1","5,198.3","5,198.6","5,179.7","-","-0.24%"
"Jun 02, 2017","5,197.7","5,173.4","5,199.4","5,164.9","-","0.60%"
"Jun 01, 2017","5,166.7","5,134.9","5,167.6","5,124.0","-","0.94%"
"May 31, 2017","5,118.8","5,113.7","5,119.6","5,073.1","-","0.30%"
"May 30, 2017","5,103.6","5,104.3","5,115.0","5,100.9","-","-0.13%"
"May 26, 2017","5,110.1","5,103.3","5,110.1","5,093.7","-","0.32%"
"May 25, 2017","5,093.7","5,067.9","5,107.8","5,067.2","-","0.80%"
"May 24, 2017","5,053.5","5,030.6","5,056.1","5,018.1","-","0.67%"
