"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 30, 2017","8,469.5","8,438.9","8,483.0","8,434.9","-","0.21%"
"Aug 29, 2017","8,452.0","8,442.4","8,456.0","8,430.7","-","-0.37%"
"Aug 28, 2017","8,483.7","8,540.9","8,540.9","8,476.0","-","-0.67%"
"Aug 25, 2017","8,541.2","8,522.5","8,548.0","8,504.9","-","0.54%"
"Aug 24, 2017","8,495.2","8,541.6","8,541.8","8,488.1","-","-0.31%"
"Aug 23, 2017","8,521.7","8,527.5","8,559.2","8,521.7","-","-0.45%"
"Aug 22, 2017","8,559.9","8,537.6","8,564.7","8,536.2","-","0.40%"
"Aug 21, 2017","8,526.2","8,526.6","8,540.0","8,504.3","-","-0.08%"
"Aug 18, 2017","8,533.3","8,494.9","8,545.9","8,483.0","-","0.15%"
"Aug 17, 2017","8,520.4","8,604.5","8,621.6","8,519.8","-","-1.23%"
"Aug 16, 2017","8,626.7","8,638.5","8,668.4","8,624.9","-","-0.16%"
"Aug 15, 2017","8,640.8","8,677.2","8,688.1","8,637.7","-","-0.26%"
"Aug 14, 2017","8,663.0","8,625.5","8,681.1","8,622.4","-","0.95%"
"Aug 11, 2017","8,581.9","8,651.2","8,651.2","8,576.3","-","-0.42%"
"Aug 10, 2017","8,618.2","8,631.7","8,660.4","8,616.1","-","-0.47%"
"Aug 09, 2017","8,659.1","8,651.8","8,664.2","8,614.6","-","-0.38%"
"Aug 08, 2017","8,691.8","8,768.2","8,780.7","8,686.6","-","-0.95%"
"Aug 07, 2017","8,775.5","8,807.1","8,817.2","8,759.9","-","-0.68%"
"Aug 04, 2017","8,835.5","8,814.1","8,836.6","8,777.2","-","0.62%"
"Aug 03, 2017","8,781.2","8,820.6","8,839.6","8,742.9","-","0.29%"
"Aug 02, 2017","8,755.4","8,781.6","8,793.4","8,737.7","-","-0.33%"
"Aug 01, 2017","8,784.1","8,734.8","8,784.1","8,732.1","-","0.49%"
"Jul 31, 2017","8,741.3","8,746.8","8,762.2","8,733.1","-","0.06%"
"Jul 28, 2017","8,736.4","8,600.3","8,739.0","8,598.3","-","1.50%"
"Jul 27, 2017","8,607.4","8,709.5","8,709.5","8,588.8","-","-1.22%"
"Jul 26, 2017","8,714.0","8,795.1","8,795.3","8,705.3","-","-0.71%"
"Jul 25, 2017","8,776.4","8,754.9","8,780.2","8,747.1","-","0.77%"
"Jul 24, 2017","8,709.7","8,673.8","8,710.5","8,659.4","-","0.47%"
"Jul 21, 2017","8,668.7","8,684.7","8,686.0","8,655.3","-","0.09%"
"Jul 20, 2017","8,660.7","8,616.1","8,664.8","8,611.5","-","0.71%"
"Jul 19, 2017","8,599.7","8,565.5","8,601.7","8,565.5","-","0.43%"
"Jul 18, 2017","8,562.6","8,517.7","8,572.1","8,505.9","-","0.16%"
"Jul 17, 2017","8,549.1","8,510.1","8,558.2","8,486.1","-","0.40%"
"Jul 14, 2017","8,515.4","8,483.2","8,543.5","8,472.3","-","0.10%"
"Jul 13, 2017","8,506.9","8,498.1","8,508.7","8,482.4","-","0.21%"
"Jul 12, 2017","8,489.0","8,475.4","8,502.2","8,466.1","-","0.34%"
"Jul 11, 2017","8,459.9","8,493.7","8,494.0","8,430.2","-","-0.32%"
"Jul 10, 2017","8,486.8","8,509.7","8,527.9","8,486.8","-","-0.58%"
"Jul 07, 2017","8,536.1","8,465.5","8,541.5","8,448.0","-","1.23%"
"Jul 06, 2017","8,432.1","8,492.1","8,492.1","8,427.3","-","-0.72%"
"Jul 05, 2017","8,493.0","8,567.2","8,571.0","8,483.8","-","-0.87%"
"Jul 03, 2017","8,567.9","8,510.9","8,617.2","8,510.9","-","1.09%"
"Jun 30, 2017","8,475.4","8,543.1","8,545.4","8,465.7","-","-0.64%"
"Jun 29, 2017","8,530.0","8,559.2","8,565.9","8,476.1","-","-0.11%"
"Jun 28, 2017","8,539.2","8,440.8","8,551.9","8,432.8","-","1.53%"
"Jun 27, 2017","8,410.4","8,408.3","8,437.0","8,387.8","-","0.02%"
"Jun 26, 2017","8,408.5","8,388.4","8,446.9","8,388.4","-","0.18%"
"Jun 23, 2017","8,393.5","8,397.3","8,400.0","8,360.9","-","0.18%"
"Jun 22, 2017","8,378.6","8,435.1","8,439.6","8,372.4","-","-0.80%"
"Jun 21, 2017","8,445.9","8,510.9","8,516.4","8,443.2","-","-0.66%"
"Jun 20, 2017","8,502.0","8,541.6","8,547.3","8,494.7","-","-0.56%"
"Jun 19, 2017","8,549.9","8,592.1","8,595.8","8,537.9","-","-0.36%"
"Jun 16, 2017","8,580.9","8,533.5","8,582.4","8,512.7","-","0.50%"
"Jun 15, 2017","8,537.8","8,471.1","8,544.5","8,470.6","-","0.29%"
"Jun 14, 2017","8,512.9","8,489.5","8,518.6","8,472.2","-","0.23%"
"Jun 13, 2017","8,493.7","8,465.5","8,503.6","8,446.5","-","0.37%"
"Jun 12, 2017","8,462.2","8,435.8","8,471.5","8,414.0","-","0.38%"
"Jun 09, 2017","8,429.8","8,382.1","8,431.1","8,371.0","-","0.36%"
"Jun 08, 2017","8,399.6","8,322.2","8,420.3","8,314.3","-","0.85%"
"Jun 07, 2017","8,329.0","8,350.7","8,361.4","8,308.7","-","-0.12%"
"Jun 06, 2017","8,339.4","8,413.9","8,413.9","8,338.8","-","-1.24%"
"Jun 05, 2017","8,443.7","8,505.0","8,506.4","8,442.8","-","-0.83%"
"Jun 02, 2017","8,514.2","8,462.7","8,527.9","8,455.7","-","0.45%"
"Jun 01, 2017","8,476.3","8,402.9","8,477.8","8,399.4","-","1.01%"
"May 31, 2017","8,391.9","8,316.1","8,392.9","8,276.4","-","1.01%"
"May 30, 2017","8,308.4","8,312.0","8,349.0","8,297.6","-","-0.79%"
"May 26, 2017","8,374.4","8,336.0","8,375.0","8,325.5","-","0.54%"
"May 25, 2017","8,329.5","8,277.2","8,336.2","8,270.8","-","0.81%"
"May 24, 2017","8,262.8","8,234.0","8,266.7","8,226.2","-","0.37%"
